page,subject,pathway,tier,block,rule,severity,evidence
chemistry/resources/reducing-use-of-resources,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The Three Rs are in ORDER OF PREFERENCE: Reduce is BEST (prevent waste), then Reuse, then """
chemistry/resources/reducing-use-of-resources,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The Three Rs are in ORDER OF PREFERENCE: Reduce is BEST (prevent waste), then Reuse, then """
chemistry/resources/reducing-use-of-resources,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/resources/reducing-use-of-resources,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/resources/reducing-use-of-resources,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/resources/reducing-use-of-resources,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/development-atomic-model,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/development-atomic-model,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/development-atomic-model,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The alpha scattering experiment DISPROVED the plum pudding model — it did NOT confirm it."""
physics/atomic-structure/development-atomic-model,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The alpha scattering experiment DISPROVED the plum pudding model — it did NOT confirm it."""
physics/atomic-structure/development-atomic-model,physics,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/atomic-structure/development-atomic-model,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/atomic-structure/development-atomic-model,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/development-atomic-model,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/radioactive-contamination,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/radioactive-contamination,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/radioactive-contamination,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Contamination and irradiation are NOT the same."""
physics/atomic-structure/radioactive-contamination,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Contamination and irradiation are NOT the same."""
physics/atomic-structure/radioactive-contamination,physics,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/atomic-structure/radioactive-contamination,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/atomic-structure/radioactive-contamination,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/radioactive-contamination,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/radioactive-decay,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/radioactive-decay,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/radioactive-decay,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Alpha is the MOST ionising but LEAST penetrating."""
physics/atomic-structure/radioactive-decay,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Alpha is the MOST ionising but LEAST penetrating."""
physics/atomic-structure/radioactive-decay,physics,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/atomic-structure/radioactive-decay,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/atomic-structure/radioactive-decay,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/radioactive-decay,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/structure-of-atom,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/structure-of-atom,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/structure-of-atom,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The nucleus contains protons AND neutrons — NOT electrons."""
physics/atomic-structure/structure-of-atom,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The nucleus contains protons AND neutrons — NOT electrons."""
physics/atomic-structure/structure-of-atom,physics,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/atomic-structure/structure-of-atom,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/atomic-structure/structure-of-atom,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/structure-of-atom,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/mains-electricity,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/mains-electricity,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/mains-electricity,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Earth wire normally carries NO current — only activates in a fault."""
physics/electricity/mains-electricity,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Earth wire normally carries NO current — only activates in a fault."""
physics/electricity/mains-electricity,physics,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/electricity/mains-electricity,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/electricity/mains-electricity,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/mains-electricity,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/resistors,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/resistors,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/resistors,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Thermistor resistance DECREASES with higher temperature (NTC)."""
physics/electricity/resistors,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Thermistor resistance DECREASES with higher temperature (NTC)."""
physics/electricity/resistors,physics,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/electricity/resistors,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/electricity/resistors,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/resistors,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/resistors,physics,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
physics/electricity/resistors,physics,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
physics/energy/energy-resources,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/energy/energy-resources,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/energy/energy-resources,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Bio-fuels ARE renewable — the plants regrow."""
physics/energy/energy-resources,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Bio-fuels ARE renewable — the plants regrow."""
physics/energy/energy-resources,physics,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/energy/energy-resources,physics,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
physics/energy/energy-resources,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/energy/energy-resources,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
